26.0,2.0
23.0,6.0
24.0,5.0
25.0,5.0
26.0,5.0
27.0,4.0
24.0,9.0
25.0,9.0
26.0,9.0
27.0,8.0
28.0,6.0
29.0,4.0
26.0,7.0
27.0,4.0
24.0,6.0
25.0,1.0
22.0,2.0
19.0,3.0
16.0,3.0
10.0,4.0
7.0,5.0
4.0,3.0
1.0,2.0
5.0,-4.0
0.0,0.0
