23.0,5.0
21.0,7.0
19.0,8.0
20.0,8.0
21.0,7.0
19.0,9.0
20.0,8.0
21.0,8.0
22.0,7.0
20.0,10.0
21.0,8.0
22.0,7.0
20.0,7.0
18.0,7.0
16.0,7.0
14.0,6.0
14.0,5.0
12.0,4.0
9.0,4.0
9.0,2.0
6.0,3.0
0.0,5.0
1.0,1.0
3.0,-4.0
0.0,0.0
