26.0,5.0,5.0,5.0
26.0,5.0,5.0,5.0
25.0,6.0,5.0,6.0
26.0,6.0,6.0,6.0
26.0,5.0,6.0,6.0
26.0,7.0,5.0,7.0
26.0,6.0,7.0,6.0
26.0,7.0,6.0,6.0
26.0,7.0,5.0,7.0
24.0,7.0,6.0,7.0
25.0,7.0,6.0,5.0
25.0,5.0,4.0,5.0
16.0,6.0,3.0,8.0
11.0,6.0,4.0,7.0
14.0,3.0,1.0,4.0
17.0,0.0,-1.0,1.0
20.0,-2.0,-4.0,-2.0
20.0,-4.0,-6.0,-2.0
2.0,-7.0,1.0,4.0
5.0,-9.0,-1.0,2.0
8.0,-11.0,-4.0,1.0
5.0,-13.0,0.0,-1.0
8.0,-16.0,-2.0,-1.0
10.0,-16.0,-4.0,-2.0
0.0,0.0,0.0,0.0
