26.0,2.0
24.0,4.0
22.0,5.0
22.0,8.0
23.0,7.0
20.0,9.0
23.0,8.0
26.0,8.0
29.0,7.0
29.0,10.0
32.0,8.0
32.0,7.0
30.0,7.0
28.0,7.0
25.0,7.0
28.0,3.0
25.0,5.0
23.0,4.0
20.0,4.0
23.0,-1.0
17.0,0.0
11.0,2.0
11.0,1.0
8.0,2.0
0.0,0.0
