24.0,3.0,6.0,6.0
23.0,1.0,8.0,8.0
22.0,0.0,9.0,10.0
21.0,4.0,9.0,9.0
24.0,4.0,9.0,9.0
27.0,3.0,8.0,8.0
26.0,2.0,10.0,9.0
29.0,2.0,10.0,7.0
30.0,1.0,9.0,7.0
31.0,0.0,7.0,7.0
30.0,0.0,8.0,7.0
29.0,-1.0,8.0,6.0
26.0,0.0,6.0,5.0
25.0,-2.0,6.0,5.0
24.0,-4.0,5.0,3.0
23.0,-7.0,5.0,3.0
22.0,-10.0,1.0,2.0
21.0,-12.0,0.0,1.0
22.0,-13.0,-3.0,-2.0
13.0,-11.0,-2.0,-2.0
9.0,-13.0,-3.0,-1.0
1.0,-11.0,-3.0,-1.0
1.0,-13.0,-4.0,-2.0
0.0,-17.0,-5.0,-3.0
0.0,0.0,0.0,0.0
