24.0,3.0,4.0,6.0
23.0,1.0,4.0,8.0
22.0,0.0,3.0,10.0
23.0,2.0,3.0,9.0
24.0,4.0,3.0,9.0
25.0,5.0,2.0,8.0
24.0,4.0,2.0,9.0
25.0,6.0,2.0,7.0
24.0,5.0,1.0,7.0
23.0,4.0,-1.0,7.0
22.0,4.0,-2.0,7.0
21.0,3.0,-4.0,6.0
20.0,2.0,-6.0,5.0
19.0,0.0,-8.0,5.0
18.0,-2.0,-11.0,3.0
17.0,-5.0,-13.0,3.0
16.0,-8.0,-17.0,2.0
15.0,-10.0,-20.0,1.0
14.0,-13.0,-23.0,0.0
13.0,-15.0,-26.0,0.0
12.0,-17.0,-29.0,1.0
11.0,-19.0,-31.0,1.0
10.0,-21.0,-32.0,2.0
8.0,-25.0,-35.0,5.0
0.0,0.0,0.0,0.0
